level_0,index,0,1,2,Client_split
514,40,Client:," What are you talking about? That’s the same price, ",Deadbeats, what are you talking about  that s the same price  
515,41,Me:, So how would you like the site to look?,Deadbeats, so how would you like the site to look 
516,42,Client:, I don’t exactly know yet.,Deadbeats, i don t exactly know yet 
517,43,Me:, What colors do you want me to use?,Deadbeats, what colors do you want me to use 
518,44,Client:," Red, blue and yellow.",Deadbeats, red  blue and yellow 
519,45,Me:, Is there anything else you could tell me? Anything to help me make you a that you will like.,Deadbeats, is there anything else you could tell me  anything to help me make you a that you will like 
520,46,Client:," Just make the whole site, and I’ll say if I like it or not.",Deadbeats, just make the whole site  and i ll say if i like it or not 
521,47,Me:, I can’t make a whole site based off of three colours on the off-chance you’ll like it.,Deadbeats, i can t make a whole site based off of three colours on the off chance you ll like it 
522,48,Client:," Just do what I’ve told you, then we can discuss how much your payment should be. ",Deadbeats, just do what i ve told you  then we can discuss how much your payment should be  
523,0,Client:, Why is my site still down?,Deadbeats, why is my site still down 
524,1,Me:," You still haven’t paid, nor have you filled out the contract.",Deadbeats, you still haven t paid  nor have you filled out the contract 
525,2,Client:, What does this have to do with me? You are causing harm to my site.,Deadbeats, what does this have to do with me  you are causing harm to my site 
526,3,Me:," If you sign the paperwork and pay to renew your hosting, the site will be back up in a matter of minutes.",Deadbeats, if you sign the paperwork and pay to renew your hosting  the site will be back up in a matter of minutes 
527,4,Client:, I can’t have a business relationship with someone that’s causing harm to my business.,Deadbeats, i can t have a business relationship with someone that s causing harm to my business 
528,5,Me:, I have ,Deadbeats, i have 
529,6,Client:, But how am I going to get my site back up?,Deadbeats, but how am i going to get my site back up 
530,7,Me:, Refer to the previous email re: payment and contract. See attached.,Deadbeats, refer to the previous email re  payment and contract  see attached 
531,8,Client:," Hello there, we were referred to you and we would like you to rebrand this product for us. Can you give us an estimate of how much that would cost?",Deadbeats, hello there  we were referred to you and we would like you to rebrand this product for us  can you give us an estimate of how much that would cost 
532,9,Me:," Of course. If you just want me to redesign your logo, that would cost about $250. But if you want me to rebrand your entire product line, that would be in the range of $500-$750, depending on how much work is required.",Deadbeats, of course  if you just want me to redesign your logo  that would cost about       but if you want me to rebrand your entire product line  that would be in the range of            depending on how much work is required 
533,10,Client:," Okay, we have a deal. ",Deadbeats, okay  we have a deal  
534,11,Client:," Hello, can you do something like this with the logo? At the already agreed-upon price, of course.",Deadbeats, hello  can you do something like this with the logo  at the already agreed upon price  of course 
535,12,Client:, We want custom designs for all of the signage of our campus buildings. Both exterior and interior.,Deadbeats, we want custom designs for all of the signage of our campus buildings  both exterior and interior 
536,13,Me:,"  Okay, that’s a couple hundred designs, but we can definitely take care of that. Right now, I can tell you we’re looking at a few weeks to complete. I’ll need a few days to figure out the details, work out a schedule, and then I’ll send you over an estimate and a quote for the down-payment.",Deadbeats,  okay  that s a couple hundred designs  but we can definitely take care of that  right now  i can tell you we re looking at a few weeks to complete  i ll need a few days to figure out the details  work out a schedule  and then i ll send you over an estimate and a quote for the down payment 
537,14,Client:," Ah, yeah… we’re not really “down-payment” people.",Deadbeats, ah  yeah  we re not really  down payment  people 
538,15,Me:," Ah, I see… we’re ",Deadbeats, ah  i see  we re 
539,16,Client: ,"Go on mom, ask her.",Deadbeats,go on mom  ask her 
540,17,Client:, That idiot is chasing us again. See below.,Deadbeats, that idiot is chasing us again  see below 
541,18,Me:, It seems you replied to my last email rather than forwarding it on. Just a heads up.,Deadbeats, it seems you replied to my last email rather than forwarding it on  just a heads up 
542,19,Client:, Now he’s somehow reading our emails.,Deadbeats, now he s somehow reading our emails 
543,20,Me:, Why didn’t you pay my invoice?,Deadbeats, why didn t you pay my invoice 
544,21,Client:, It didn’t feel right.,Deadbeats, it didn t feel right 
545,22,Client:," I gave you direction! On the very first email, I said I wanted you to talk about certain issues.",Deadbeats, i gave you direction  on the very first email  i said i wanted you to talk about certain issues 
546,23,Me:," Yes, but even after we asked for clarification about those issues, you never responded. We sent numerous emails and made numerous calls.",Deadbeats, yes  but even after we asked for clarification about those issues  you never responded  we sent numerous emails and made numerous calls 
547,24,Client:, You should have been able to figure it out.,Deadbeats, you should have been able to figure it out 
548,25,Me:, Without the ,Deadbeats, without the 
549,26,Client:, I thought I would just pay you for the finished product.,Deadbeats, i thought i would just pay you for the finished product 
550,27,Me:," At this rate, there never will be a finished product. As per our original conversation, you must pay us at specific milestones, two of which have already passed.",Deadbeats, at this rate  there never will be a finished product  as per our original conversation  you must pay us at specific milestones  two of which have already passed 
551,28,Client:, I need this ASAP. I know you said you don’t work on the weekends but this is really urgent.,Deadbeats, i need this asap  i know you said you don t work on the weekends but this is really urgent 
552,29,Me:, Alright then. I am going to send you ,Deadbeats, alright then  i am going to send you 
553,30,Client:, What? You said you didn’t work at the weekend! I don’t want to pay for stuff you do in your free time.,Deadbeats, what  you said you didn t work at the weekend  i don t want to pay for stuff you do in your free time 
554,0,Client:, Why would I hire another designer when I could just get you to do it ,Deadbeats, why would i hire another designer when i could just get you to do it 
555,1,Me: ,… I wasn’t planning to work for free.,Deadbeats,  i wasn t planning to work for free 
556,2,Client:, I meant that I’d get you to do this work in addition to the work I’m already paying you for.,Deadbeats, i meant that i d get you to do this work in addition to the work i m already paying you for 
557,3,Me: ,I’d have to charge if the scope of the project gets bigger.,Deadbeats,i d have to charge if the scope of the project gets bigger 
558,4,Client:, You can’t just spring something like that on me. ,Deadbeats, you can t just spring something like that on me  
559,5,Client:, Why haven’t you started on the project? We discussed this over month ago.,Deadbeats, why haven t you started on the project  we discussed this over month ago 
560,6,Me:, I issued ,Deadbeats, i issued 
561,7,Client:,"  Well, this is critical now. We need it for tomorrow morning.",Deadbeats,  well  this is critical now  we need it for tomorrow morning 
562,8,Me:," But as I outlined in my fee proposal, that’s four days worth of work.  I can’t do that in a day.",Deadbeats, but as i outlined in my fee proposal  that s four days worth of work   i can t do that in a day 
563,9,Client:, You will if you want to be paid.  ,Deadbeats, you will if you want to be paid   
564,10,Me:, I’d have to charge rush -,Deadbeats, i d have to charge rush  
565,11,Client:," You can’t be serious. If it’s only takes a day to do it, you won’t charge for more than a day.",Deadbeats, you can t be serious  if it s only takes a day to do it  you won t charge for more than a day 
566,12,Me:," So, because you’ve left it late, you’d like me to work through the night so I can do four days work in eighteen hours, and you’d only like to pay me for eight of those hours?",Deadbeats, so  because you ve left it late  you d like me to work through the night so i can do four days work in eighteen hours  and you d only like to pay me for eight of those hours 
567,13,Client:," Yes. If you want to keep working with us, I expect you to work to our deadlines and accept our payment terms.",Deadbeats, yes  if you want to keep working with us  i expect you to work to our deadlines and accept our payment terms 
568,14,Client:," My previous Flash developer, who lives in the States, can’t be contacted. We got an email saying he was admitted to hospital. I’ve got a .swf of what he’d done for us.",Deadbeats, my previous flash developer  who lives in the states  can t be contacted  we got an email saying he was admitted to hospital  i ve got a  swf of what he d done for us 
569,15,Me:, But you don’t have the source files?,Deadbeats, but you don t have the source files 
570,16,Me:," Well, you can recreate the source .fla from a .swf, but it’s hard work. A lot of hard work. Do you have a budget and a deadline?",Deadbeats, well  you can recreate the source  fla from a  swf  but it s hard work  a lot of hard work  do you have a budget and a deadline 
571,17,Client:," He got all the money. There’s nothing left. The deadline’s a week away. Oh, and this is part one of eight similar modules. He might be dead, so you’ll fix it for me, right?",Deadbeats, he got all the money  there s nothing left  the deadline s a week away  oh  and this is part one of eight similar modules  he might be dead  so you ll fix it for me  right 
572,18,Me:," Alright, the translation will be 220 Euro.",Deadbeats, alright  the translation will be     euro 
573,19,Client:," Ok, 200 Euro.",Deadbeats, ok      euro 
574,20,Me:," No, 220 Euro.",Deadbeats, no      euro 
575,21,Client:," Oh I know, I’m not trying to ",Deadbeats, oh i know  i m not trying to 
576,22,Client:, I’ll fax you a copy of the cheque.,Deadbeats, i ll fax you a copy of the cheque 
577,23,Me:, Great. I’ll fax you a copy of the goods.,Deadbeats, great  i ll fax you a copy of the goods 
578,0,Client:, Can you do this task for me?,Deadbeats, can you do this task for me 
579,1,Me:," Sure, that’ll take about five hours.",Deadbeats, sure  that ll take about five hours 
580,2,Client:," Great, go at it then.",Deadbeats, great  go at it then 
581,3,Me:, Here you are. It only took me three hours.,Deadbeats, here you are  it only took me three hours 
582,4,Client:," That’s great, I have this other requirement, can you change that?",Deadbeats, that s great  i have this other requirement  can you change that 
583,5,Me:," Sure, that’ll take about two hours.",Deadbeats, sure  that ll take about two hours 
584,6,Client:," Great, that works.",Deadbeats, great  that works 
585,7,Me:," Here you are, it only took me an hour and a half.",Deadbeats, here you are  it only took me an hour and a half 
586,8,Client:," Ah, we also need this other change…",Deadbeats, ah  we also need this other change 
587,9,Me:," No problem, that should take another two hours.",Deadbeats, no problem  that should take another two hours 
588,10,Client:, Awesome.,Deadbeats, awesome 
589,11,Me:," Here you are, took me two hours and thirty minutes.",Deadbeats, here you are  took me two hours and thirty minutes 
590,12,Client:," Great, that’s exactly what I need.",Deadbeats, great  that s exactly what i need 
591,13,Client:," Uh, I’m surprised by this invoice. It’s for seven hours. This is not what we agreed upon in the initial estimate.",Deadbeats, uh  i m surprised by this invoice  it s for seven hours  this is not what we agreed upon in the initial estimate 
592,14,Me:, You asked for those additional changes…,Deadbeats, you asked for those additional changes 
593,15,Client:," Yeah, but I can’t pay you that much. Can we maybe talk about your rates?",Deadbeats, yeah  but i can t pay you that much  can we maybe talk about your rates 
594,16,Me:," Sorry, no, I stated my rates upfront and I don’t give discounts.",Deadbeats, sorry  no  i stated my rates upfront and i don t give discounts 
595,17,Client:," You’re making this difficult for me. I’ll tell you what, I pay you 60%* of what you want to bill me and we call it quits, deal?",Deadbeats, you re making this difficult for me  i ll tell you what  i pay you      of what you want to bill me and we call it quits  deal 
596,18,Me:, No deal. You pay me for the time I worked at the rate I quoted. End of story.,Deadbeats, no deal  you pay me for the time i worked at the rate i quoted  end of story 
597,19,Client:, We’re at an impasse here…,Deadbeats, we re at an impasse here 
598,20,Me:," I’m sorry to have to decline further negotiations and work for you, other obligations from paying clients have popped up. Please pay the invoice at your convenience. Once it’s paid in full, I’ll send you the work I did for you.",Deadbeats, i m sorry to have to decline further negotiations and work for you  other obligations from paying clients have popped up  please pay the invoice at your convenience  once it s paid in full  i ll send you the work i did for you 
599,21,Client:," But I need this work, can’t you send it to me now?",Deadbeats, but i need this work  can t you send it to me now 
600,22,Client:," You have high rates, you know.",Deadbeats, you have high rates  you know 
601,23,Client:, ,Deadbeats, 
602,24,Client:, Please send me the work.,Deadbeats, please send me the work 
603,25,Client:, Hello?,Deadbeats, hello 
604,26,Editor’s Note: ,60% of that invoice is even less than what was originally quoted. ,Deadbeats,    of that invoice is even less than what was originally quoted  
605,27,Client: ,I think it would save us both a lot of time and effort if I got the final files now and you just trusted me when I said the check for the full $500 was on its way.,Deadbeats,i think it would save us both a lot of time and effort if i got the final files now and you just trusted me when i said the check for the full      was on its way 
606,28,Me:, ,Deadbeats, 
607,29,Client: ,"See, this is the sort of issue I didn’t want the project to get hung up on. ",Deadbeats,see  this is the sort of issue i didn t want the project to get hung up on  
608,30,Client:, I’ve ,Deadbeats, i ve 
609,31,Me:," Uh, I don’t think I’m the right person for the job. Why would you want to hire me if you don’t like my portfolio?",Deadbeats, uh  i don t think i m the right person for the job  why would you want to hire me if you don t like my portfolio 
610,32,Client:," Well, I expect a discount since I’m a hard sale.",Deadbeats, well  i expect a discount since i m a hard sale 
611,33,Me:, Ah. ,Deadbeats, ah  
612,34,Client:, We would like you to make a brochure insert for our DVD.,Deadbeats, we would like you to make a brochure insert for our dvd 
613,35,Me:," Sure. What colours, font, pictures and written content would you like?",Deadbeats, sure  what colours  font  pictures and written content would you like 
614,36,Client:, We don’t know. We’d just like it to be professional-looking. Just do what you think looks good.,Deadbeats, we don t know  we d just like it to be professional looking  just do what you think looks good 
615,37,Me:, Sure thing.,Deadbeats, sure thing 
616,38,Client:," Thanks for your effort, but we’d like to make some changes. We’d like the font to be plain Arial, remove the colours to just black and white, and remove all the pictures. We think they’re too distracting.",Deadbeats, thanks for your effort  but we d like to make some changes  we d like the font to be plain arial  remove the colours to just black and white  and remove all the pictures  we think they re too distracting 
617,39,Me:," I wouldn’t recommend that. You need at least some colour or pictures, otherwise it’ll be boring and flat.",Deadbeats, i wouldn t recommend that  you need at least some colour or pictures  otherwise it ll be boring and flat 
618,40,Client:," Just remove them, please. And we’d like a copy so that we can show our CEO for approval.",Deadbeats, just remove them  please  and we d like a copy so that we can show our ceo for approval 
619,41,Me:, *shrug* Sure.,Deadbeats,  shrug  sure 
620,42,Client:," After much deliberation, we’ve decided that we no longer require the brochure. And we’d like to add that we are very disappointed in your design services, and we’d like a refund on our deposit.",Deadbeats, after much deliberation  we ve decided that we no longer require the brochure  and we d like to add that we are very disappointed in your design services  and we d like a refund on our deposit 
621,43,Me:," Oh, why is that?",Deadbeats, oh  why is that 
622,44,Client:," We found the brochure too boring and unprofessional. I mean, there aren’t even any colours. ",Deadbeats, we found the brochure too boring and unprofessional  i mean  there aren t even any colours  
623,45,Client: ,I have never come across ,Deadbeats,i have never come across 
624,46,Client:, I want to make a new website on VistaPrint. It doesn’t take too long and we can meet this week to discuss.,Deadbeats, i want to make a new website on vistaprint  it doesn t take too long and we can meet this week to discuss 
625,47,Me:, So you don’t want the website I just finished for you?,Deadbeats, so you don t want the website i just finished for you 
626,48,Client:," I don’t think so, but don’t do anything with it yet though. With VistaPrint, I pay $30 a month, and it puts my website on Google, Yahoo, Yellow pages, Chrome, Firefox, Gmail, all that! It only takes one hour to make, I looked into it! Plus, ",Deadbeats, i don t think so  but don t do anything with it yet though  with vistaprint  i pay     a month  and it puts my website on google  yahoo  yellow pages  chrome  firefox  gmail  all that  it only takes one hour to make  i looked into it  plus  
627,49,Me:," No problem John. How about I give you all the deposit back and call it quits, you can just use your friend’s photos.",Deadbeats, no problem john  how about i give you all the deposit back and call it quits  you can just use your friend s photos 
628,50,Client: ,"No, no, please - we just want a reduction in price. Send us the high-resolution files and we call it quits.",Deadbeats,no  no  please   we just want a reduction in price  send us the high resolution files and we call it quits 
629,51,Me:," Please, John, I’d prefer to give you all the money back.",Deadbeats, please  john  i d prefer to give you all the money back 
630,52,Client: ,"I don’t understand, my ",Deadbeats,i don t understand  my 
631,53,Me:," John, I recall your best man’s speech - especially the bit about you studying English at Oxford. I know you understand me quite well. Full refund… images deleted… it’s the best way.",Deadbeats, john  i recall your best man s speech   especially the bit about you studying english at oxford  i know you understand me quite well  full refund  images deleted  it s the best way 
632,54,Client: ,"Oh, okay. How much discount for the high-resolution files then?",Deadbeats,oh  okay  how much discount for the high resolution files then 
633,55,Me:," No discount. I’m spending valuable time talking to you right now, when I should be spending that time looking for new clients since I’m out so much money.",Deadbeats, no discount  i m spending valuable time talking to you right now  when i should be spending that time looking for new clients since i m out so much money 
634,56,Client: ,"No, no, I’ll pay by cheque, is that okay?",Deadbeats,no  no  i ll pay by cheque  is that okay 
635,57,Editor’s Note,: 15000 rupees is about £150.,Deadbeats,        rupees is about      
636,0,Me:," Hey, I’m going to have to come around to your office tomorrow. ",Deadbeats, hey  i m going to have to come around to your office tomorrow  
637,1,Client:, Oh. I figured the bank could just handle that.,Deadbeats, oh  i figured the bank could just handle that 
638,2,Client:," Listen, you have a lot of competition out there. Can’t you just do this for $200? There’s ",Deadbeats, listen  you have a lot of competition out there  can t you just do this for       there s 
639,3,Me:," I’m sure my prices are fair. If you can find something cheaper and you trust their quality, you should go for it.",Deadbeats, i m sure my prices are fair  if you can find something cheaper and you trust their quality  you should go for it 
640,4,Client:, But I can’t find anyone to do it for less than $1500!,Deadbeats, but i can t find anyone to do it for less than       
641,5,Me:," Hey, this is the last email I’m sending you. I logged into your Google Apps account and saw you deleted my last eight emails without reading them. I’m taking down your site now that I know you saw the emails and you chose to ignore them. If I get payment before tomorrow night, I won’t take it down.",Deadbeats, hey  this is the last email i m sending you  i logged into your google apps account and saw you deleted my last eight emails without reading them  i m taking down your site now that i know you saw the emails and you chose to ignore them  if i get payment before tomorrow night  i won t take it down 
642,6,Client:," Yeah, sorry man, you can actually take the site down. That was just temporary, I knew it wouldn’t last long. Anyway, I’m going to be starting a new business next month, would you want to make the site? ",Deadbeats, yeah  sorry man  you can actually take the site down  that was just temporary  i knew it wouldn t last long  anyway  i m going to be starting a new business next month  would you want to make the site  
643,7,Client: ,We are prepared to pay you (1/6th your quote) since the amount you are asking for is ridiculous. Explain to me just how you think your services are worth that much. ,Deadbeats,we are prepared to pay you     th your quote  since the amount you are asking for is ridiculous  explain to me just how you think your services are worth that much  
644,8,Me: ,"Well, that’s according to you. For example, why do you charge (1/5th what you’re offering me) for what you’re trying to sell?",Deadbeats,well  that s according to you  for example  why do you charge     th what you re offering me  for what you re trying to sell 
645,9,Client: ,I don’t have to explain my prices to my customers; ,Deadbeats,i don t have to explain my prices to my customers  
646,10,Me: ,Exactly.,Deadbeats,exactly 
647,11,Me:, ,Deadbeats, 
648,12,Client:," Oh, I forgot to tell you that I asked another freelancer for the same thing and he did it too. So I’m splitting the bill between you guys. You know, he’s twice your age and you did a better job. I gave him your email and told him that.",Deadbeats, oh  i forgot to tell you that i asked another freelancer for the same thing and he did it too  so i m splitting the bill between you guys  you know  he s twice your age and you did a better job  i gave him your email and told him that 
649,13,Client: ,"Oh yeah, I forgot about that. Well, you used a program and cheated! ",Deadbeats,oh yeah  i forgot about that  well  you used a program and cheated  
650,14,Me:," Alright, I’ve looked over your business proposal. I agree that there is some editing to be done so that it appears more professional. Here is an outline of the work I’ll do, a timeline estimate, and a cost estimate.",Deadbeats, alright  i ve looked over your business proposal  i agree that there is some editing to be done so that it appears more professional  here is an outline of the work i ll do  a timeline estimate  and a cost estimate 
651,15,Client:, Go ahead and do the work you outlined. The timeline estimation works for me as well.,Deadbeats, go ahead and do the work you outlined  the timeline estimation works for me as well 
652,16,Me:, How about the price? Do we officially agree on that number?,Deadbeats, how about the price  do we officially agree on that number 
653,17,Me:," I’d like to have a full agreement in place before I get started, since we’re doing this all through e-mail.",Deadbeats, i d like to have a full agreement in place before i get started  since we re doing this all through e mail 
654,18,Client:," Do the work, and then we’ll discuss the price.",Deadbeats, do the work  and then we ll discuss the price 
655,19,Me:, Would you like a two-page sample to give you an idea of my work before we confirm the price?,Deadbeats, would you like a two page sample to give you an idea of my work before we confirm the price 
656,20,Client:," Just do the work, get it back to me, I’ll review it, and if it’s what I want, then we can talk price.",Deadbeats, just do the work  get it back to me  i ll review it  and if it s what i want  then we can talk price 
657,21,Me:," I think we might be having a bit of a communication problem, so let’s be clear. You want me to do the work, send the edited copy back to you, and then we’ll discuss and agree on the price?",Deadbeats, i think we might be having a bit of a communication problem  so let s be clear  you want me to do the work  send the edited copy back to you  and then we ll discuss and agree on the price 
658,22,Client:," Yes, that’s how it works.",Deadbeats, yes  that s how it works 
659,23,Me:," I’m a little uncomfortable with that. I don’t mind if you pay me in installments, or half now-half when complete, but it’s a little too much to ask for me to finish the project before I have any guarantee that I’ll be paid the amount I’m asking, or any amount at all.",Deadbeats, i m a little uncomfortable with that  i don t mind if you pay me in installments  or half now half when complete  but it s a little too much to ask for me to finish the project before i have any guarantee that i ll be paid the amount i m asking  or any amount at all 
660,24,Client:," Well, you won’t be paid if I don’t like what you’ve done.",Deadbeats, well  you won t be paid if i don t like what you ve done 
661,25,Me:," All I’d be doing is editing for technical issues such as typos, grammar, sentence clarity, and suggesting any structural changes. It’s a straight-forward edit, which is why I’d like to set a fixed price.",Deadbeats, all i d be doing is editing for technical issues such as typos  grammar  sentence clarity  and suggesting any structural changes  it s a straight forward edit  which is why i d like to set a fixed price 
662,26,Client:, I want to see the finished work before ,Deadbeats, i want to see the finished work before 
663,27,Me:, I want to discuss payment before I start the project.,Deadbeats, i want to discuss payment before i start the project 
664,0,Client:," Hey, I got a fun project I need you take on this weekend. It’d have to be free.",Deadbeats, hey  i got a fun project i need you take on this weekend  it d have to be free 
665,1,Me:, That doesn’t sound fun. That sounds like work.,Deadbeats, that doesn t sound fun  that sounds like work 
666,2,Client:," If it was work, ",Deadbeats, if it was work  
667,3,Client:," I have a website, but the guy who made it turned out to be a bit rubbish. Could you take a look at it and tell me what improvements it needs?",Deadbeats, i have a website  but the guy who made it turned out to be a bit rubbish  could you take a look at it and tell me what improvements it needs 
668,4,Client:, Can’t you just add the changes to what’s already there?,Deadbeats, can t you just add the changes to what s already there 
669,5,Me:, I can’t work with this. I make websites from scratch - I don’t take on other people’s code.,Deadbeats, i can t work with this  i make websites from scratch   i don t take on other people s code 
670,6,Client:," I’ve already paid for a new website, so ",Deadbeats, i ve already paid for a new website  so 
671,7,Me:, What is the budget you had in mind for the changes? Maybe we could look at getting a new site made on that budget.,Deadbeats, what is the budget you had in mind for the changes  maybe we could look at getting a new site made on that budget 
672,8,Client:," Like I said, I’ve already paid, so I don’t see why I should spend any more money at all. Can’t you just move things around a bit?",Deadbeats, like i said  i ve already paid  so i don t see why i should spend any more money at all  can t you just move things around a bit 
673,9,Me:," Not for free, no.",Deadbeats, not for free  no 
674,10,Client: ,Why not?,Deadbeats,why not 
675,0,Client:, Please ,Deadbeats, please 
676,1,Me:," I signed contract on rightsignature, but after reading it word for word, I cannot agree to work under the terms of your newest contract. You changed the payment terms to be “per project.”  I can only agree to hourly payment terms due to the shifting project requirements.",Deadbeats, i signed contract on rightsignature  but after reading it word for word  i cannot agree to work under the terms of your newest contract  you changed the payment terms to be  per project    i can only agree to hourly payment terms due to the shifting project requirements 
677,2,Client:," Oops, sorry! I sent you the contract I have with another developer. Ignore it and we will work with the last contract we signed.",Deadbeats, oops  sorry  i sent you the contract i have with another developer  ignore it and we will work with the last contract we signed 
678,3,Me:, The domain has expired. You will have to pay to renew it and then I will be able to transfer it to another registrant. ,Deadbeats, the domain has expired  you will have to pay to renew it and then i will be able to transfer it to another registrant  
679,4,Client:," Nice try, but ",Deadbeats, nice try  but 
680,5,Client:," You know, the budget was so tight that we lost some money producing this event, so now we don’t have enough money to pay your fee. We’ll take your fee as compensation for spearheading a project had us lose money. Wish you well!",Deadbeats, you know  the budget was so tight that we lost some money producing this event  so now we don t have enough money to pay your fee  we ll take your fee as compensation for spearheading a project had us lose money  wish you well 
681,6,Client: ,How come I have to pay so much?,Deadbeats,how come i have to pay so much 
682,7,Me:, Because I had to travel such an obscene distance to get to you.,Deadbeats, because i had to travel such an obscene distance to get to you 
683,8,Client:, But this is a lot ,Deadbeats, but this is a lot 
684,9,Me:, I warned you beforehand that it was going to get this expensive.,Deadbeats, i warned you beforehand that it was going to get this expensive 
685,10,Client:," But I thought, because you’re just starting out, you would ask a severely reduced price…",Deadbeats, but i thought  because you re just starting out  you would ask a severely reduced price 
686,11,Me: ,I explicitly told you how much I would ask for prior to doing so. ,Deadbeats,i explicitly told you how much i would ask for prior to doing so  
687,12,Client: ,How was I supposed know you would stick to that?,Deadbeats,how was i supposed know you would stick to that 
688,13,Client: ,"Yes, we like the logo, but we are not sure about it. We will think and compare it with ours.",Deadbeats,yes  we like the logo  but we are not sure about it  we will think and compare it with ours 
689,14,Me: ,"Ok, no problem. Take your time and let me know! If you decide to use it, I’ll send my invoice for the remaining balance alongside the .eps and a variety of high-quality formats.",Deadbeats,ok  no problem  take your time and let me know  if you decide to use it  i ll send my invoice for the remaining balance alongside the  eps and a variety of high quality formats 
690,15,Client:, Could you send us the .eps and HD formats now? ,Deadbeats, could you send us the  eps and hd formats now  
691,16,Client:," I know how easy it is to set this up, I used WordPress a couple of years ago. You just need to add a couple of plugins and copy my content. It takes no effort or skill. Frankly, I think you should do it for free.  ",Deadbeats, i know how easy it is to set this up  i used wordpress a couple of years ago  you just need to add a couple of plugins and copy my content  it takes no effort or skill  frankly  i think you should do it for free   
692,17,Me: ,"Sorry, I can’t go lower than my already-reduced rate of £20/hour.",Deadbeats,sorry  i can t go lower than my already reduced rate of     hour 
693,18,Client:, Can you at least come down to £10/hour?,Deadbeats, can you at least come down to     hour 
694,19,Me:," Sorry, £20 is as low as I can go.",Deadbeats, sorry      is as low as i can go 
695,20,Client: ,"Fine, I’ll do it myself.",Deadbeats,fine  i ll do it myself 
696,21,Client:," Look, whatever, I’ll pay your ridiculous rates. Here’s what I need. ",Deadbeats, look  whatever  i ll pay your ridiculous rates  here s what i need  
697,22,Me:," Okay, great. I’ll get started first thing on Monday.",Deadbeats, okay  great  i ll get started first thing on monday 
698,23,Client:, ,Deadbeats, 
699,24,Client:, I want know ,Deadbeats, i want know 
700,25,Me:," I’m sorry ma'am, did you say you received a bill for $6,300?",Deadbeats, i m sorry ma am  did you say you received a bill for        
701,26,Client:, Yes! I can’t believe you a**holes can charge that much!,Deadbeats, yes  i can t believe you a  holes can charge that much 
702,27,Me:, Are you sure it’s from us?,Deadbeats, are you sure it s from us 
703,28,Client:, Yes! I have it right in front of me.,Deadbeats, yes  i have it right in front of me 
704,29,Me:," Okay, what’s the date of service?",Deadbeats, okay  what s the date of service 
705,30,Client:, The 11th of last month.,Deadbeats, the   th of last month 
706,31,Me:, It looks like you only owe the remaining $46 from your bill. ,Deadbeats, it looks like you only owe the remaining     from your bill  
707,32,Client:," Well someone fu**ed up! I’m sitting here staring at a fu**ing bill for $6,397.",Deadbeats, well someone fu  ed up  i m sitting here staring at a fu  ing bill for        
708,33,Me:," Okay ma'am, calm down. Are you sure the bill is from us?",Deadbeats, okay ma am  calm down  are you sure the bill is from us 
709,34,Client:," Yes, I’m sure you fu**ing idiot. It says right here…Oh where the f*** is it? Here! Chase bank Card Member Services.",Deadbeats, yes  i m sure you fu  ing idiot  it says right here oh where the f    is it  here  chase bank card member services 
710,35,Me:," Ma'am, would that be your Visa bill you’re looking at?",Deadbeats, ma am  would that be your visa bill you re looking at 
711,36,Client:," I’m not a fan of any of these. The one with the pink is okay, but the pink itself is pretty lame.",Deadbeats, i m not a fan of any of these  the one with the pink is okay  but the pink itself is pretty lame 
712,37,Me: ,There isn’t any pink in my samples.,Deadbeats,there isn t any pink in my samples 
713,38,Client:, Oh! This is another designer’s work.,Deadbeats, oh  this is another designer s work 
714,39,Client:," These are great! But, we need to ",Deadbeats, these are great  but  we need to 
715,40,Me: ,What’s the issue?,Deadbeats,what s the issue 
716,41,Client:," Well, I know at least one designer willing to work for less. ",Deadbeats, well  i know at least one designer willing to work for less  
717,0,Client:, Would it be okay if I paid you in a month?,Deadbeats, would it be okay if i paid you in a month 
718,1,Me:," That’s fine, the invoice is has a 30 day pay period.",Deadbeats, that s fine  the invoice is has a    day pay period 
719,2,Client:," Great, that’s when my Kickstarter will be finished and I’ll have money to blow.",Deadbeats, great  that s when my kickstarter will be finished and i ll have money to blow 
720,3,Client:," But you are also driving, so we should split the money.",Deadbeats, but you are also driving  so we should split the money 
721,4,Me:, Do you also say that to a taxi driver?,Deadbeats, do you also say that to a taxi driver 
722,5,Client:  ,"But that’s more than we pay our video editor, and that’s someone with a real skill!",Deadbeats,but that s more than we pay our video editor  and that s someone with a real skill 
723,6,Client:, I am not happy with your work. I ,Deadbeats, i am not happy with your work  i 
724,7,Me:, What did the other people quote you?,Deadbeats, what did the other people quote you 
725,8,Client:, I’ll email it to you.,Deadbeats, i ll email it to you 
726,9,Me: ,They quoted you twice my rate for half my work.,Deadbeats,they quoted you twice my rate for half my work 
727,10,Client:, Which is unacceptable! We need to revisit your output.,Deadbeats, which is unacceptable  we need to revisit your output 
728,11,Me:, And my quote.,Deadbeats, and my quote 
729,12,Client:, Exactly!,Deadbeats, exactly 
730,13,Me:," Looking at my schedule, I think I’ll be able to start by the weekend and have the finished product by the 18th.",Deadbeats, looking at my schedule  i think i ll be able to start by the weekend and have the finished product by the   th 
731,14,Client:, That’s great! can you go ahead and write the contract up?,Deadbeats, that s great  can you go ahead and write the contract up 
