who,category,sentences
Me:,Deadbeats, where did the image come from  make sure it isn t copyrighted 
Client: ,Deadbeats,it isn t copyrighted  they came from the internet  
Me: ,Deadbeats,honestly an original design is always safer  i will be working on the brochure next  the design process takes time so if he could give me until next week i would appreciate it  the result will be better in the long run 
Client: ,Deadbeats,well we made it from things we found on the internet  so we should be fine  
I Should Bail! Moment #2,Deadbeats,none
Me:,Deadbeats, do you want me to work on the business card design next 
Client:,Deadbeats, no  he wants to play with the design himself   
I Should Bail! Moment #3 ,Deadbeats,none
Client:,Deadbeats, we want visuals that evoke emotions  include images of the titanic on the brochure  
I Should Bail! Moment #4,Deadbeats,none
Me:,Deadbeats, do you know what quantity you want to print 
Client:,Deadbeats, no 
Me:,Deadbeats, we should find that out first so we can get some cost estimates 
Client:,Deadbeats, just finish it  you should be able to figure this out 
They bailed! Moment #1,Deadbeats,none
Client:,Deadbeats, we went a totally different direction on the brochure  we decided not to use boats or water at all  
Me:,Deadbeats, what  that s everything you told me you wanted  
Client: ,Deadbeats,yeah  we re just going to do it in house  
Client:,Deadbeats, we don t participate in late fees for unpaid invoices 
Me:,Deadbeats, participation isn t mandatory  but payment is   
Client:,Deadbeats, i love the logo  great work 
Me:,Deadbeats, awesome  as soon as i get the final     of the payment  i will send you all the hi res files for you to use  
Client:,Deadbeats, is it urgent   cause i m not in any rush 
Me:,Deadbeats, yeah  i m in no rush to buy food or anything  
Client: ,Deadbeats,can you make these changes 
Me: ,Deadbeats,those are significant changes that are basically another new project  they will cost      
Client: ,Deadbeats, furious  what is this  you told me the project would be      
Me: ,Deadbeats,what  no  i told you it would be        with additional charges 
Client: ,Deadbeats,no  you said        and then when i wanted changes you lowered the price to       
Me: ,Deadbeats,so you think when faced with doing more work i lowered the fee  
Client: ,Deadbeats,well what you did definitely isn t worth        
Client: ,Deadbeats,we will entertain a commission based fee only  we don t pay for activities  we pay for results 
Me:,Deadbeats, what s your budget 
Client:,Deadbeats, about      a month  i don t want to pay anything more than i need to 
Me:,Deadbeats, that s not very much  it could cost you a lot more to see the results you are seeking  but the roi could be worth it  how much are you willing to pay someone to work on this marketing project  there are a lot of other considerations and topics to discuss  such as seo and your social media strategy 
Client:,Deadbeats, i am looking to pay someone about     per hour  no more than   hours per week  you re not charging me for this conversation  are you 
Client:,Deadbeats, i want ten 
Client:,Deadbeats,  let s meet near my house because i have to pick up suzy from school
Client:,Deadbeats,  visibly upset  you charge this much for your little drawings  and you say i only have the rights to use these images for this project  and not for upcoming ones  
Me: ,Deadbeats,we can negotiate future use of the characters  but if you want future use of the intellectual property that will cost more   
Client: ,Deadbeats, indignant  goodbye  
Client:,Deadbeats, i need to make more money to support my family  and i don t have much savings to buy another vehicle  what do you think i should do 
Me:,Deadbeats, well  there are various options 
Client:,Deadbeats, what do you think of a kickstarter campaign 
Me:,Deadbeats, it might work if it was marketed really well online 
Client:,Deadbeats, ok  let s do that 
Me:,Deadbeats, how much could you pay me per month to work on this marketing project 
Client:,Deadbeats,      per month 
Me:,Deadbeats, uh  hmm 
Client:,Deadbeats, that much  that s too much 
Me:,Deadbeats, well  it s very physical work  and i would need to recover afterward  it s different from a desk job 
Client:,Deadbeats, here are some rags 
Client:,Deadbeats, stop texting me 
Me: ,Deadbeats,i will need to take the issue to small claims court if i don t hear back from you in a week with payment 
Client:,Deadbeats, you didn t even clean my house that well  i hired another housekeeper who did a much better job than you 
Client:,Deadbeats, the style guide is for 
Me:,Deadbeats, that s a big deal  do you have the logos ready and other information i would need to create the style guide 
Client: ,Deadbeats, i ll need you to communicate with the freelance designer about the status of the logos  there are four logo drafts in progress  look up the university online to learn more about them and their goals  you can also research some style guides that other universities have created to get a feel for what they did 
Me:,Deadbeats, hmm  well  i think i would need more information from the people who you have worked with at the university to understand what they are seeking  this could also take a lot of research and planning  how much is in your budget for this style guide project 
Clients:,Deadbeats, we can only pay you     per hour 
Me:,Deadbeats, ok  since i am doing most of the work from home and i can still work as a freelancer in my spare time  this might work 
Clients:,Deadbeats, we are going to need you to drive across town to meet with us once or twice a week 
Me:,Deadbeats, the amount it would cost for me in terms of gas and mileage for me to drive across town to discuss these projects with you isn t worth it for me  i don t think this is the job i am seeking at this time 
Clients:,Deadbeats, well  we need you to be collaborative with us  we ll work with you  are you planning on working completely remotely then 
Me:,Deadbeats,    i m planning on not working for you at all  
Client:,Deadbeats, yeah  i don t have time for that  i just need to make some money quick by marketing this vacation home on facebook  also  i need you to help me market this diner i just bought  
Me: ,Deadbeats,okay   
Client:,Deadbeats, oh  by the way  my credit card is maxed out  since i am paying for the food for the restaurant out of pocket  i need to make more money off of my vacation rental and this diner  but don t worry  i ll still pay you 
Me:,Deadbeats, ok  well  this is a little concerning  by the way  the website for your restaurant needs a lot of work 
Client:,Deadbeats, i just had that created  i guess that s what i get for being so cheap 
Client:,Deadbeats, do i need to submit a deposit 
Me:,Deadbeats, yes  i will require  x before beginning the project  i can accept either a check or a paypal payment 
Client:,Deadbeats, paypal won t work for me  my credit card company won t allow it  can you use  sketchy company i have never heard of  
Me:,Deadbeats, no  but i can use intuit  would that work for you 
Client:,Deadbeats, yes  please invoice me and process the charge 
Client:,Deadbeats, i m sorry but can you help me  i need to pay       to my writing consultant but don t have the money  can i pay you the amount and your deposit through my credit card to forward to him 
Me: ,Deadbeats,great  so the logo should take around     hours at my rate of  xx 
Client: ,Deadbeats,okay  but i don t want to pay more than that  
Me:,Deadbeats, sure  i m confident i can create a logo in that time frame quoted 
Client: ,Deadbeats,wait  how many options will i get 
Me: ,Deadbeats,the quote above is for one logo  it takes around     hours  if you want more  i can create options  but i ll have to bill each at     hours for a total of  xxx 
Client: ,Deadbeats,that is not a competitive market rate  best of luck 
Client:,Deadbeats, how much do you charge to 
Me:,Deadbeats,      
Client:,Deadbeats, would you do it for      
Me:,Deadbeats, are we haggling 
Client:,Deadbeats, um  yeah    i guess so 
Me:,Deadbeats, okay  let s start again 
Client:,Deadbeats, pardon 
Me:,Deadbeats, ask me again  i didn t realize we were haggling 
Client:,Deadbeats, okay    um    how much do you charge to photograph my apartment for airbnb 
Me:,Deadbeats,      
Client:,Deadbeats, our
Me: ,Deadbeats,yeah  it could be a lot better  it will need a redesign as part of what you ve discussed for the new campaign 
Client: ,Deadbeats,yep  it s really disappointing they left   they offered us free changes for a year in their price  which we paid in full and upfront  serves us right for hiring a college kid  i guess 
Client: ,Deadbeats,nice try with the quote  but we caught you 
Me: ,Deadbeats,huh 
Client:,Deadbeats, you try sneaking in a few for the website as well  we ve already paid for it  so we won t pay again 
Me:,Deadbeats, we ve never worked together before  so we ve never had any payments from you 
Client:,Deadbeats, bulls  t  i know you creative millennials are all leftie socialist pigs  living your communal lifestyles on the back of hard working folk like us  we ve paid you once for the website and like f    we re going to pay you again 
Me: ,Deadbeats,i don t think we re a good fit for each other  i ll see myself out 
Client,Deadbeats,  no  no  we ll pay 
Me:,Deadbeats, hi  guys  just wondering where things on your side 
 Client: ,Deadbeats,we re an educational software company  we re in search of an animator who animates in either  d or  d  the first animation will be unpaid but the subsequent animation work will be paid at the rate you give us   what we want 
Client: ,Deadbeats,here at  website  we believe in paying contributors for their work and have a patreon campaign for this  the amount raised each month from our patrons is divided evenly between all articles on the site that month and      of the money from patreon goes to the writers  as such for each article published on the site our writers receive between      per article 
Me:,Deadbeats, hi  i d love to apply to your listing  here are my rates  
Client:,Deadbeats, i love it  but i don t have the money any more so i can t pay you  
Me:,Deadbeats, that s a shame  well  let me know if you come into the money  i d love to help  
Client:,Deadbeats, it was supposed to be a gift for my aunt  she has cancer  you know  
Me: ,Deadbeats,i m sorry to hear that 
Client: ,Deadbeats,she just really wanted this  but i can t afford to pay anyone  why isn t anyone charitable 
Me: ,Deadbeats,well  i m asking for commissions to help support my family  our grandma died a few days ago and she was the lynch pin of our family 
Client: ,Deadbeats,so we d like to pay you on a sliding scale of            depending on how much we like the music you compose for us 
Me: ,Deadbeats,part of my fee includes revisions to make sure the music i write meets your requirements and is to your liking  so no 
Client: ,Deadbeats,tell you what   why don t we call it       and if we really like your music  we ll throw in that last      as a bonus 
Client: ,Deadbeats,would you be willing to barter  i could hand out your business card at the event  
Client: ,Deadbeats,hey  i know this use last minute but i need you to come do my make up today  i m about an hour away in a neighboring town  and i ll need you to volunteer your time  but i can give you some photos as payment 
Me: ,Deadbeats,i m happy to add these features  but i m going to charge my hourly rate in addition to what we agreed while implementing them 
Client: ,Deadbeats,fine  
Client: ,Deadbeats,oh  we didn t respond because we thought that ridiculously high invoice was an april fool s joke  
Me: ,Deadbeats,hey  i m just letting you know i got paypal together so i can accept payment for that commission now  
Client: ,Deadbeats,oh wow  it s been a while  haha  i ll get on that 
Client:,Deadbeats,  upset  look  i know the payment is important to you  it s just tough getting it to you so long after i was supposed to pay you  
Me: ,Deadbeats,if this moment is difficult for you  i understand that  do you know when you ll be able to pay me  
Client: ,Deadbeats,it s hard for me to pay at the moment  anyway when you buy something it should happen right then  not when i need the money for something else  
Me: ,Deadbeats,you agreed to pay me when my paypal was back up  if you weren t comfortable with that you could have said no  
Client: ,Deadbeats,well it s your fault for taking so long  i don t want to pay for something this long after i get it 
Client: ,Deadbeats,i saw your advertisement for  d modeling services  can i see your past work in blender 
Me: ,Deadbeats,sure 
Client: ,Deadbeats,do you work with animate games 
Me: ,Deadbeats,no  i haven t animated before  sorry 
Client:,Deadbeats, no  animate games  they made games on roblox like one piece  
Me: ,Deadbeats,no  i haven t  
Client: ,Deadbeats,can you make stuff like these  
Me:,Deadbeats, might take a while  but i can do that for you 
Client:,Deadbeats, how much do you charge  or is it free 
Me:,Deadbeats, about     an hour  pretty cheap if you ask me 
Client: ,Deadbeats,i know better people than you  and they do it cheaper  i guess you can t work for me 
Me:,Deadbeats, all right 
Client: ,Deadbeats,if you have a minute and won t charge me    like my lawyer is by the minute right now  i was wondering how serious is this language in a contract
Client: ,Deadbeats,hey not sure if you got a chance to t
Client:,Deadbeats, i am paying to keep my restaurant open with credit cards  but don t worry  i still have money to pay you 
Me:,Deadbeats, ok    thanks for letting me know 
Client:,Deadbeats, i really need you to market my vacation home on facebooks so i can earn more money 
Me:,Deadbeats, i don t know if that would work  but we can try  a website could help  and you might want to do e mail campaigns as well 
Client:,Deadbeats, whatever  ok  i need this to work  how about facebook ads  no one knows about my restaurant  i might need to change the menu  the prices  and the website for that  oh god  i don t have time for any of this 
Client:,Deadbeats, i need an aerial photo of the city for an ad 
Me:,Deadbeats, all right  that will be  quotes price  
Client:,Deadbeats, that s double what i can get it for on a stock website  i was going to do you a favor and pay you  half of what he said the website wanted  
Me:,Deadbeats, so you re telling me you want to pay me half of what a stock website wants and you re calling it a favor  
Client:,Deadbeats, now you re just trying to make me sound like a jerk 
Me:,Deadbeats, i just repeated what you said back to you  
Client:,Deadbeats, fine  i ll just download something off of google for free 
Me: ,Deadbeats,to restore this with a new print will cost  x  
Client: ,Deadbeats,wow  that s expensive  i don t know if it s worth it 
Me:,Deadbeats, well  it s up to you if the photo is important enough to have it restored 
Client: ,Deadbeats,how about you restore it and i ll decide what i m willing to pay for it 
Me: ,Deadbeats, uhm  no  this is my price to restore it based on the amount of time i ll spend on it   also  i need payment in advance 
Client: ,Deadbeats, i m not going to pay until i see if it s worth the money  i know it s all automatic on the computer so i shouldn t have to pay much  i can just download an app or something that will do it  but i thought i would support a local business 
Me: ,Deadbeats, well  it isn t automatic  i have to do everything by hand in photoshop  in this case  i ll need to rebuild parts of both faces  that s not an easy fix  if you can find a program that can do what i do as well as i do it  let me know  not only will i buy it  but i ll pay you for finding it for me 
Client:,Deadbeats,  blank stare 
Me:,Deadbeats, do you want to leave the print for me to restore   i can ring you up now 
Client:,Deadbeats, yeah  right  that should be okay  i ll need to speak with my producer first  
Me:,Deadbeats, haha  yeah that s fine 
Client:,Deadbeats, like  i just bought a taxidermy cat on ebay and that was our entire prop budget  also  do you mind not telling the other crew that i m paying you 
Me:,Deadbeats, here s the presentation 
Client:,Deadbeats, i like it 
Client:,Deadbeats, i never really liked it  it s not what i expected  it s not worth the money 
Client:,Deadbeats, i don t like it  make the text in the middle bigger  but leave the blue box around the word the same 
Me:,Deadbeats, i can t do that  i have to scale the full object or else it would go against your branding standard and eps you sent us  it would look wrong 
Client:,Deadbeats, those don t apply to this  why is this so hard for you  a designer  to understand  just make the text bigger and leave the box the same 
Me:,Deadbeats, i m going to have to get you to 
Client:,Deadbeats, we need this installed next week  i don t have time to argue with you  just make it the way i asked 
Client:,Deadbeats, this looks horrible  why didn t you tell me it would look so different  
Client:,Deadbeats, well i m not paying for this  it looks completely wrong 
Me: ,Deadbeats,i see you paid me  but you owe me        not the          you transferred me  how did you come up with that number 
Client: ,Deadbeats,we actually lost your time card and had no idea how much we owed you  we just picked a random number and gave it to you  do you like the    cents 
Client: ,Deadbeats,our client doesn t like it  he wants to keep using his old  table based layout  website  can you just align the photos with the text  oh  and since 
Client: ,Deadbeats,sorry  but we 
Me: ,Deadbeats,but we emailed the invoice to you a month ago 
Client: ,Deadbeats,yes  well  i never received it or you would have been paid by now 
Me: ,Deadbeats,but you emailed back thanking me for the invoice and saying you would pay it immediately  please see attached  i included a copy of their email  
Me:,Deadbeats, your invoice is now more than two months overdue  as you know  i went against my usual policy and made your website live before receiving payment as a special favor  but i m afraid 
Client:,Deadbeats, but we need the website  it s our best marketing tool  and we re just entering our busiest time of the year 
Me:,Deadbeats, i understand  and if you can make payment straight away that s no problem  otherwise  i m afraid i will take the site down 
Client:,Deadbeats, that s so unprofessional of you  forget it   we ll find someone else to deal with our website  i assume we can have the design  the text and all the images etc since that was what we hired you for and you signed a contract to deliver  right 
Client:,Deadbeats, are you able to help me out with more design work over the next couple of months 
Me:,Deadbeats, i can do that  i need the money 
Client:,Deadbeats, oh  well  can i pay you per piece 
Me:,Deadbeats, sure  here is a list of rates 
Client:,Deadbeats, ok  
Me:,Deadbeats, sorry  but i simply won t accept any more bookings from you until you pay your last two invoices  they re both more than a month past due 
Client:,Deadbeats, well it s just unprofessional of you to leave us hanging like this 
Me:,Deadbeats, i m sorry  but getting paid for your work is kind of the definition of professional 
Client,Deadbeats,  so the concert was canceled  but we managed to find another artist for the same day  can you make us the flyers and everything else 
Me,Deadbeats,  sure  but i still need you to pay me for making the poster for the one that got cancelled 
Client,Deadbeats,  but it was cancelled  besides  you didn t spend anything on the job  except some time 
Me,Deadbeats,  well  i spent   weeks on it while attending university  and the job is completely done 
Client,Deadbeats,  well  we are not going to pay that  and the next one  we need it in less than a week and 
Client:,Deadbeats, visiting websites is free so making websites should also be free 
Me:,Deadbeats,  
Client:,Deadbeats, i m already paying  big isp name  for 
Me:,Deadbeats, you can pay here  paypal link 
Client:,Deadbeats, haha  no  you should ve gotten me to 
Me:,Deadbeats, i did 
Client:,Deadbeats, oh well i m still not paying 
Client:,Deadbeats, oh come on  we re a pretty well known business  instead of  paying you the full amount  i can give you some exposure  you people are always looking for 
Me: ,Deadbeats,with all due respect  sir  i would much prefer you just give me my pay and leave it at that  i have all the exposure i need right now short of being naked  not to mention that this was a relatively small job for me 
Client: ,Deadbeats,but it was a      word document 
Me: ,Deadbeats,i normally edit documents in excess of    pages  and i normally expect more than what you re paying me 
Client: ,Deadbeats,fuck you  i ll sue you for being a prick 
Me:,Deadbeats, you never actually read my contract before you signed it  did you 
Client: ,Deadbeats,what 
Me: ,Deadbeats,see you in court  have fun paying for my lawyer 
Client:,Deadbeats, i m disgusted about you sending these past due marked invoices via my fax machine 
Me:,Deadbeats, i apologize that you are upset  i could not get any response from you in my previous efforts so i reached out via fax 
Client:,Deadbeats, well i don t appreciate you marking this invoice past due in bold letters  you make it look like we don t pay our bills 
Me:,Deadbeats, i didn t mean to offend you  however the invoice is nearing   months past due and you haven t responded to any of my calls or letters 
Client:,Deadbeats,  very angry  i am telling you i don t care if they are past due  you insult us by making it appear that we don t pay our bills on time and besides  i never got this invoice until today 
Me:,Deadbeats, ok  i have documented here all the times i ve attempted to reach you  i have called x amount of times  sent x amount of letters and left x amount of messages  did you not receive all the invoices marked past due in red these past few months 
Client:,Deadbeats, well  i just threw them out without opening them  i don t have time for that s    
Client:,Deadbeats, these are great  just make them a little longer  and we ll be good to go 
Me:,Deadbeats, those are sample tracks  the real product is the full length  how do you want to work out payment  i ll take checks or by paypal  but checks will take a little longer to confirm payment for me  since i have a policy of not sending the tracks until i get paid  
Client:,Deadbeats, wait  what  you must be new to this  you pay us to use your tracks  you re a professional  you should know this  isn t that how this works  
Me:,Deadbeats, absolutely not  you pay me for the rights to use this track once and only once in this commercial  i don t do work for free  and there s no way in hell i m paying someone to use my tracks  
Client:,Deadbeats, but that s       i can t afford that 
Me:,Deadbeats, then you shouldn t have signed the contract  no money  no tracks 
Client:,Deadbeats, can t you do this for free  
Me:,Deadbeats, that s nice  but that still doesn t give you a discount on my music  why is this such an issue anyways  you supposedly work for a big budget production house  it costs more to record the voiceover than my tracks cost  
Client:,Deadbeats, well   yes  but it s not for the production house  this is for my class 
Me:,Deadbeats,  excuse me 
Me:,Deadbeats, hello client  just curious to what payment date works best for you  regards 
Client:,Deadbeats, i just sent      last month  what s your expectation for this month 
Me:,Deadbeats, we agreed on       each month until your balance is paid in full 
Client:,Deadbeats, really dude  just relax  i m packing my stuff to leave tomorrow 
Me:,Deadbeats, okay back to my original question  a chosen date 
Client:,Deadbeats, headed to crossfit  
Me:,Deadbeats, i ll send a statement accompanied by an invoice  signing off for the night 
Client:,Deadbeats, i see what kind of business you really run  no guarantees and a shitload of empty words  golden 
Client,Deadbeats,  how much is a website 
Me,Deadbeats,  there s not really a good answer for that  i mean  how much is a car 
Client,Deadbeats,  cars  what  no  we need a web site  that s why we brought you here 
Me,Deadbeats,  i understand that  well  the last site i did came in around         under my quote  i might add 
Client,Deadbeats,  oh wow  that s way beyond our budget  ridiculous  how much would it be for say  half that so you can teach us while you build it and we can do the other half 
Me,Deadbeats,  how much is half a car 
Client:,Deadbeats, hi  i saw your quote and i did a bit of research  i know people who charge r    per hour for design work  so i think you should give me the same rate 
Me:,Deadbeats, well my rate is based on many factors so i am unfortunately not able to reduce it 
Client:,Deadbeats, i tell you what  if you only do the business cards  brochures and signage for me and charge r    per hour  i will refer you to all of my business contacts  
Me:,Deadbeats, i can re quote you on producing just those items but like i said  my hourly rate is not negotiable  it is in fact  already discounted because you mentioned your financial situation was a bit unstable 
Client:,Deadbeats, ok  so here is what we do  you do the work for me at the rate i want to pay you and then we can talk about doing future projects together  i have a lot i want to do  besides  if i could find someone who was willing to do it for cheaper  then you should be able to do it for cheaper as well 
CLIENT:,Deadbeats, this artwork is fabulous  i couldn t have asked for more   it s exactly what we wanted  now  for the next job 
ME:,Deadbeats, i m glad you like them  but just to let you know that my rates have changed  sorry   i doubt i can afford to take on another job at what i offered you last time 
CLIENT:,Deadbeats, ok  that s understandable  what s the price 
CLIENT:,Deadbeats, really  for this  do you really think it s worth that 
Client:,Deadbeats, we are not offering to pay you for this  we just want to see how you work  this project shouldn t take you more than   hours to complete 
Recruiter:,Deadbeats, they ve decided not to hire you because you didn t follow the style guide 
Client:,Deadbeats, i ll pay your deposit and then you can get started with the script 
Me:,Deadbeats, i apologize for missing your call  can we talk today 
Client:,Deadbeats, you re clearly not      dedicated to my project  your website says you don t make excuses  clearly you re full of it 
Client:,Deadbeats, listen  send me that script today  no excuses 
Me:,Deadbeats, sure  once you ve sent the deposit  i ll get right on it 
Client:,Deadbeats, hey there  sorry i wasn t able to pay your deposit  
Client,Deadbeats,  i just paid this company xxx money and they were supposed to design a custom website  
Me,Deadbeats,  oh really 
Client,Deadbeats,  yeah  they stuck us in a template 
Me,Deadbeats,  oh  wow 
Client,Deadbeats,  i called the jerk to let him know i wasn t giving him any more money  seriously  go to the demo site and look at it  
Client,Deadbeats,  now you tell me it s not a template  they forgot to remove it and tried to make use pay thousands of dollars for this crap  i don t think so 
Me,Deadbeats,  hmm 
Client:,Deadbeats, i have a big cash job to price but they need a visual to give an idea of the finished job
Me:,Deadbeats, ok  no problem  since your finances are tight i will do it for a nominal fee of           and you ll pay me if you get the job 
Me:,Deadbeats, was the visual ok  did your client like it 
Client: ,Deadbeats,they loved it  i got the job 
Me,Deadbeats,  so that s     you owe me then 
Client:,Deadbeats, why should i pay you  you have 
Client:,Deadbeats, i hate it 
Me:,Deadbeats, i m sorry  may i ask why 
Client:,Deadbeats, the grammar  is all wrong  is terrible  pay you no 
Client:,Deadbeats, hey it s me  i just got word that i can t use the girl s image in the poster because we don t have the copyright  here is another image  can you get it to me by  am 
Me: ,Deadbeats,i don t think i can get it to you that early  i have work at     am and i just woke up  i have to get ready to go in 
Client: ,Deadbeats,can you try 
Me:,Deadbeats, i can try  but because it is such short notice  i am charging for revisions and 
Client:,Deadbeats, wait  why do i have to pay you again 
Me:,Deadbeats, i take it your happy with the end result  can i lock the project 
Client:,Deadbeats, yes  it s very nice  what do you mean by locking it 
Me:,Deadbeats, as in  my job is done  so i ll send you the bill and we shake hands 
Client:,Deadbeats, right  well  i need my friends to look at it 
Me:,Deadbeats, no problem  but note that i don t do extra work on a project before i ve gotten paid for the initial job 
Client:,Deadbeats, you might need to change the entire design and functionality  i m not going to pay you for something i don t want 
Client:,Deadbeats, here is a design i created  it has a skate theme  
Me:,Deadbeats,  sorry  i don t remember asking you for any designs  we love it  but it s not really what we are looking for  thanks though 
Client:,Deadbeats, as i can see you have not put     into my paypal  please do this asap as i have spent a long time on it  if you do not  i will have to get others involved  
Me:,Deadbeats, i m very sorry  but i never commissioned anything from you 
Client:,Deadbeats, i ve had enough  you didn t ask for it  but that doesn t excuse late payment  if you do not have the resources  you can send clothing out to me  or  i can and will get lawyers involved 
Me:,Deadbeats, here s the working copy  is there anything you think can be improved 
Client:,Deadbeats, eh  there are a couple things  but it s good enough 
Me:,Deadbeats, if you give me specifics  i can change what you think is wrong 
Client:,Deadbeats, you did the best you could  i m sure you tried your hardest 
How to build a publication on the back of a designer…,Deadbeats,none
Client:,Deadbeats, here are the keywords we want the content to focus on 
Me:,Deadbeats, i m afraid 
Client:,Deadbeats, okay  that is fine  just use the ones you think are best 
Client:,Deadbeats, i will not pay for this  you did not follow my instructions  i sent you plenty of keywords and you only used four  don t bother offering to revise  i will find someone else 
Client:,Deadbeats, hey  we need a digital artist to color a sketch one of our guys made  it s the eight of us as superheroes  would you be able to do that 
Me:,Deadbeats, yes  but eight characters would take time to color 
Client:,Deadbeats, oh  that s okay  we need it next week  how does    sound 
Client:,Deadbeats,    
Client: ,Deadbeats,there s a problem with 
Me:,Deadbeats, oh  what s the problem 
Client:,Deadbeats, well  i can t actually pay it  you see  the thing is that i knew i didn t have the money when i got you to do the job but   and i might not have mentioned this   i m a big believer in the laws of attraction  so  anyway  i told the universe that i needed to manifest the money to pay you  but it turns out the universe wasn t listening  don t worry  i m going to work really hard on manifesting when i get back  i ll pay you as soon as i can 
Me:,Deadbeats, back from where 
Client:,Deadbeats, from holiday  did i not tell you  it s so exciting   my husband and i are going to a resort for three weeks  the universe decided we need a break 
Client:,Deadbeats, everything looks fine and we would like to work with you   under one condition  could you please remove the line about the corrections 
Me:,Deadbeats, the two corrections per  predefined  project stage 
Client:,Deadbeats, yes  we don t feel comfortable with limiting the amount of corrections 
Me:,Deadbeats, no problem  this will not be a fixed estimate then  i ll change it to the hourly rate and keep you informed of my time spent on the project 
Client:,Deadbeats, no  we don t like that  as a professional you should know exactly how many hours you will be working on this 
Me:,Deadbeats, so  fixed time  with unlimited corrections that could take an unknown amount of time 
Client:,Deadbeats, yes 
Client:,Deadbeats, 
Me:,Deadbeats, i d have to list each step i took in flash which would mean me teaching you how to use the software first 
Client:,Deadbeats, if you could do that  it would be great 
Client:,Deadbeats, hey  i m taking some ehow classes in all that s    you were charging me for so i can do it myself  the only thing i need to know is if you would happen to have a spare copy of this  adobe s creative s suites  that i could use           
Client:,Deadbeats, what about if instead of your fixed fee  we gave you a percentage on our profits  you might get more money  and you ll be more motivated to do a great job 
Me:,Deadbeats, aren t you going to make it 
Client:,Deadbeats, yeah  so what about it 
Client:,Deadbeats, i don t understand why you can t start coding
Me:,Deadbeats, as i said on our last call and via email  there are invoices due before we start  you need to pay those first 
Client:,Deadbeats, why are you being so difficult  just start and then i ll pay you 
Me:,Deadbeats, as i said  i cannot start without payment 
Client:,Deadbeats, if i knew you were going to be so inflexible  i wouldn t have worked with you  i hate people who always follow their contracts 
Me:,Deadbeats, i m sorry you feel that way  
Client:,Deadbeats, so will you start coding today 
Me:,Deadbeats, yes  if you 
Me: ,Deadbeats,we are not inclined to print any of these menus for free  considering we did not design them  if they would still like for us to print them  it will be  xxxx total 
Client: ,Deadbeats,please print the      burger menus and      kids menus for delivery tomorrow  i spoke with my boss  and if we can do this initial run at no charge  i will let him know the value of this effort and that it will cost him this amount for future runs 
Me: ,Deadbeats,i don t think you understand   we will not be printing the menus for free that someone else designed  please let me know if they are willing to accept the costs 
Client: ,Deadbeats,i don t think they will  we already committed to printing them for free  
Client:,Deadbeats, i don t understand why there was a shipping fee on this invoice  last time i worked with you there was no shipping fee 
Me:,Deadbeats, if you remember  we agreed that if your order was over      i can offer you the shipping for free 
Client:,Deadbeats, yes  i do  but this invoice is for     and it has a shipping fee on it 
Me:,Deadbeats, because it was under     before the shipping fee 
Client:,Deadbeats, but you said anything over     would be free to ship 
Me:,Deadbeats, yes  anything more than     before the shipping fee is added 
Client:,Deadbeats, i don t understand 
Client: ,Deadbeats,can you show one of the english professors how to make it 
Me: ,Deadbeats,okay  when do you want it done  also  i would want to remind you that my price is fixed at      
Client: ,Deadbeats,oh no  you don t understand  we want you to show it to him so he can make it 
Client:,Deadbeats, everything is looking really good  can you go ahead and move the site to my server 
Me:,Deadbeats, absolutely  i ll send you an invoice and move it over as soon as i receive final payment 
Client:,Deadbeats, hey man  why isn t the site on my server yet 
Me:,Deadbeats, 
Client:,Deadbeats, after reviewing the site you have been developing  we have decided that it is not the quality that we are expecting  per our contract  you can either move the site to our server or refund the initial deposit 
Me:,Deadbeats, i don t remember the contract stating that i built you a website for half price  also  if you hate the quality  why did you say it was looking good earlier  and why would you want it on your server 
Client:,Deadbeats, are you sure you re experienced enough to handle this 
Me:,Deadbeats, yes  i ve translated contracts before  i am 
Client:,Deadbeats, great  so  my client only wants to pay around     bucks for the translation  
Me:,Deadbeats, you do realize that the actual translation would be worth at least four times that  right 
Client: ,Deadbeats,  and they want it done by five pm 
Me:,Deadbeats, thank you for your call  there is no way that i can translate a contract of    pages for within   hours for so little money  
Client:,Deadbeats, c mon  it should be easy for you 
Client:,Deadbeats, we want you to redeliver the illustrations for the new version  the proportions are different  so you probably have to change the composition of each page  and we need you to redo all the illustrations  because we actually didn t like them at all in the first book  make them more beautiful  with more details  like a real illustrator would  
Me:,Deadbeats, wait  the budget for the first book was proposed by you  and all illustrations were happily approved after some corrections  and now you want me to redo the whole book for free  
Client:,Deadbeats, yes  the whole project depends on you 
Me:,Deadbeats, did you decide on which proof you liked 
Client:,Deadbeats, i don t know  what did you like  i like a but some people like b  
Me:,Deadbeats, i like b 
Client:,Deadbeats, okay let s do both  that way  we can see what they both look like in finished form 
Me:,Deadbeats, okay  but that will effect either the deadline or your invoice  likely both 
Client:,Deadbeats, what  why 
Me:,Deadbeats, because i d be doing twice as much work 
Client:,Deadbeats, and that entitles you to twice as much pay 
Me:,Deadbeats, um  yes 
Me:,Deadbeats, based on everything we ve talked about  i estimate this will run about      
Client:,Deadbeats, great  but i ll have to pay in us dollars 
Me:,Deadbeats, not a problem  that should come out to roughly       
Client:,Deadbeats, what  no  i ll pay you      
Me:,Deadbeats, well  no  that s not the price i estimated  i mean  we can lower the cost by removing some options but 
Client:,Deadbeats, what are you talking about  that s the same price  
Me:,Deadbeats, so how would you like the site to look 
